gene_name	array_data_file_names	composite_element_ref	protein_name
SQSTM1	p62-LCK-ligand-M-C_GBL1112929.txt	p62-LCK-ligand-M-C	p62-LCK-ligand
RPS6KB1	p70S6K-R-V_GBL1112786.txt	p70S6K-R-V	p70S6K
RPS6KB1	p70S6K_pT389-R-V_GBL1112787.txt	p70S6K_pT389-R-V	p70S6K_pT389
RPS6KA1	p90RSK-R-C_GBL1112815.txt	p90RSK-R-C	p90RSK
RPS6KA1	p90RSK_pT359_S363-R-C_GBL1112817.txt	p90RSK_pT359_S363-R-C	p90RSK_pT359_S363
SERPINE1	PAI-1-M-E_GBL1112902.txt	PAI-1-M-E	PAI-1
PXN	Paxillin-R-C_GBL1112788.txt	Paxillin-R-C	Paxillin
PCNA	PCNA-M-C_GBL1112975.txt	PCNA-M-C	PCNA
PDCD4	PDCD4-R-C_GBL1112825.txt	PDCD4-R-C	PDCD4
PDK1	PDK1-R-V_GBL1112790.txt	PDK1-R-V	PDK1
PDK1	PDK1_pS241-R-V_GBL1112791.txt	PDK1_pS241-R-V	PDK1_pS241
PEA15	PEA15-R-V_GBL1112849.txt	PEA15-R-V	PEA15
PEA15	PEA15_pS116-R-V_GBL1112850.txt	PEA15_pS116-R-V	PEA15_pS116
PIK3CA	PI3K-p110-alpha-R-C_GBL1112824.txt	PI3K-p110-alpha-R-C	PI3K-p110-alpha
PIK3R1	PI3K-p85-R-V_GBL1112792.txt	PI3K-p85-R-V	PI3K-p85
PRKCA	PKC-alpha-M-V_GBL1112905.txt	PKC-alpha-M-V	PKC-alpha
PRKCA	PKC-alpha_pS657-R-C_GBL1112793.txt	PKC-alpha_pS657-R-C	PKC-alpha_pS657
PRKCD	PKC-delta_pS664-R-V_GBL1112844.txt	PKC-delta_pS664-R-V	PKC-delta_pS664
PKC	PKC-pan_BetaII_pS660-R-V_GBL1112878.txt	PKC-pan_BetaII_pS660-R-V	PKC-pan_BetaII_pS660
PGR	PR-R-V_GBL1112794.txt	PR-R-V	PR
AKT1S1	PRAS40_pT246-R-V_GBL1112813.txt	PRAS40_pT246-R-V	PRAS40_pT246
PRDX1	PRDX1-R-V_GBL1112971.txt	PRDX1-R-V	PRDX1
PREX1	PREX1-R-E_GBL1112889.txt	PREX1-R-E	PREX1
PTEN	PTEN-R-V_GBL1112796.txt	PTEN-R-V	PTEN
RAB11A RAB11B	Rab11-R-E_GBL1112864.txt	Rab11-R-E	Rab11
RAB25	Rab25-R-V_GBL1112883.txt	Rab25-R-V	Rab25
RAD50	Rad50-M-V_GBL1112920.txt	Rad50-M-V	Rad50
RAD51	Rad51-R-V_GBL1112892.txt	Rad51-R-V	Rad51
RPTOR	Raptor-R-V_GBL1112875.txt	Raptor-R-V	Raptor
RB1	Rb_pS807_S811-R-V_GBL1112795.txt	Rb_pS807_S811-R-V	Rb_pS807_S811
RBM15	RBM15-R-V_GBL1112879.txt	RBM15-R-V	RBM15
RICTOR	Rictor-R-C_GBL1112876.txt	Rictor-R-C	Rictor
RICTOR	Rictor_pT1135-R-V_GBL1112877.txt	Rictor_pT1135-R-V	Rictor_pT1135
RPS6	S6-R-E_GBL1112798.txt	S6-R-E	S6
RPS6	S6_pS235_S236-R-V_GBL1112799.txt	S6_pS235_S236-R-V	S6_pS235_S236
RPS6	S6_pS240_S244-R-V_GBL1112800.txt	S6_pS240_S244-R-V	S6_pS240_S244
SCD1	SCD1-M-V_GBL1112961.txt	SCD1-M-V	SCD1
SFRS1	SF2-M-V_GBL1112925.txt	SF2-M-V	SF2
SHC1	Shc_pY317-R-E_GBL1112851.txt	Shc_pY317-R-E	Shc_pY317
SMAD1	Smad1-R-V_GBL1112842.txt	Smad1-R-V	Smad1
SMAD3	Smad3-R-V_GBL1112821.txt	Smad3-R-V	Smad3
SMAD4	Smad4-M-V_GBL1112916.txt	Smad4-M-V	Smad4
SRC	Src-M-V_GBL1112909.txt	Src-M-V	Src
SRC	Src_pY416-R-C_GBL1112801.txt	Src_pY416-R-C	Src_pY416
SRC	Src_pY527-R-V_GBL1112802.txt	Src_pY527-R-V	Src_pY527
STAT3	STAT3_pY705-R-V_GBL1112803.txt	STAT3_pY705-R-V	STAT3_pY705
STAT5A	STAT5-alpha-R-V_GBL1112804.txt	STAT5-alpha-R-V	STAT5-alpha
STMN1	Stathmin-R-V_GBL1112809.txt	Stathmin-R-V	Stathmin
SYK	Syk-M-V_GBL1112921.txt	Syk-M-V	Syk
WWTR1	TAZ-R-V_GBL1112818.txt	TAZ-R-V	TAZ
C12ORF5	TIGAR-R-V_GBL1112868.txt	TIGAR-R-V	TIGAR
TGM2	Transglutaminase-M-V_GBL1112914.txt	Transglutaminase-M-V	Transglutaminase
TFRC	TFRC-R-V_GBL1112881.txt	TFRC-R-V	TFRC
TSC1	TSC1-R-C_GBL1112873.txt	TSC1-R-C	TSC1
TTF1	TTF1-R-V_GBL1112862.txt	TTF1-R-V	TTF1
TSC2	Tuberin-R-E_GBL1112805.txt	Tuberin-R-E	Tuberin
TSC2	Tuberin_pT1462-R-V_GBL1112806.txt	Tuberin_pT1462-R-V	Tuberin_pT1462
KDR	VEGFR2-R-V_GBL1112807.txt	VEGFR2-R-V	VEGFR2
VHL	VHL-M-C_GBL1112910.txt	VHL-M-C	VHL
XBP1	XBP1-G-C_GBL1112936.txt	XBP1-G-C	XBP1
XRCC1	XRCC1-R-E_GBL1112840.txt	XRCC1-R-E	XRCC1
YAP1	YAP-R-E_GBL1112819.txt	YAP-R-E	YAP
YAP1	YAP_pS127-R-E_GBL1112820.txt	YAP_pS127-R-E	YAP_pS127
YBX1	YB-1-R-V_GBL1112808.txt	YB-1-R-V	YB-1
YBX1	YB-1_pS102-R-V_GBL1112826.txt	YB-1_pS102-R-V	YB-1_pS102
