gene_name	array_data_file_names	composite_element_ref	protein_name
SQSTM1	p62-LCK-ligand-M-C_GBL1114682.txt	p62-LCK-ligand-M-C	p62-LCK-ligand
RPS6KB1	p70S6K-R-V_GBL1114541.txt	p70S6K-R-V	p70S6K
RPS6KB1	p70S6K_pT389-R-V_GBL1114542.txt	p70S6K_pT389-R-V	p70S6K_pT389
RPS6KA1	p90RSK-R-C_GBL1114569.txt	p90RSK-R-C	p90RSK
RPS6KA1	p90RSK_pT359_S363-R-C_GBL1114571.txt	p90RSK_pT359_S363-R-C	p90RSK_pT359_S363
SERPINE1	PAI-1-M-E_GBL1114655.txt	PAI-1-M-E	PAI-1
PARP1	PARP1-R-V_GBL1114639.txt	PARP1-R-V	PARP1
PXN	Paxillin-R-C_GBL1114543.txt	Paxillin-R-C	Paxillin
PCNA	PCNA-M-C_GBL1114657.txt	PCNA-M-C	PCNA
PDCD4	PDCD4-R-C_GBL1114579.txt	PDCD4-R-C	PDCD4
PDK1	PDK1-R-V_GBL1114544.txt	PDK1-R-V	PDK1
PDK1	PDK1_pS241-R-V_GBL1114545.txt	PDK1_pS241-R-V	PDK1_pS241
PEA15	PEA15-R-V_GBL1114600.txt	PEA15-R-V	PEA15
PEA15	PEA15_pS116-R-V_GBL1114601.txt	PEA15_pS116-R-V	PEA15_pS116
PIK3CA	PI3K-p110-alpha-R-C_GBL1114578.txt	PI3K-p110-alpha-R-C	PI3K-p110-alpha
PIK3R1	PI3K-p85-R-V_GBL1114546.txt	PI3K-p85-R-V	PI3K-p85
PRKCA	PKC-alpha-M-V_GBL1114658.txt	PKC-alpha-M-V	PKC-alpha
PRKCA	PKC-alpha_pS657-R-C_GBL1114547.txt	PKC-alpha_pS657-R-C	PKC-alpha_pS657
PRKCD	PKC-delta_pS664-R-V_GBL1114595.txt	PKC-delta_pS664-R-V	PKC-delta_pS664
PKC	PKC-pan_BetaII_pS660-R-V_GBL1114625.txt	PKC-pan_BetaII_pS660-R-V	PKC-pan_BetaII_pS660
PGR	PR-R-V_GBL1114548.txt	PR-R-V	PR
AKT1S1	PRAS40_pT246-R-V_GBL1114567.txt	PRAS40_pT246-R-V	PRAS40_pT246
PRDX1	PRDX1-R-V_GBL1114637.txt	PRDX1-R-V	PRDX1
PREX1	PREX1-R-E_GBL1114636.txt	PREX1-R-E	PREX1
PTEN	PTEN-R-V_GBL1114550.txt	PTEN-R-V	PTEN
RAB11A RAB11B	Rab11-R-E_GBL1114689.txt	Rab11-R-E	Rab11
RAB25	Rab25-R-V_GBL1114630.txt	Rab25-R-V	Rab25
RAD50	Rad50-M-V_GBL1114673.txt	Rad50-M-V	Rad50
RAD51	Rad51-R-V_GBL1114638.txt	Rad51-R-V	Rad51
RPTOR	Raptor-R-V_GBL1114622.txt	Raptor-R-V	Raptor
RB1	Rb_pS807_S811-R-V_GBL1114549.txt	Rb_pS807_S811-R-V	Rb_pS807_S811
RBM15	RBM15-R-V_GBL1114626.txt	RBM15-R-V	RBM15
RICTOR	Rictor-R-C_GBL1114623.txt	Rictor-R-C	Rictor
RICTOR	Rictor_pT1135-R-V_GBL1114624.txt	Rictor_pT1135-R-V	Rictor_pT1135
RPS6	S6-R-E_GBL1114552.txt	S6-R-E	S6
RPS6	S6_pS235_S236-R-V_GBL1114553.txt	S6_pS235_S236-R-V	S6_pS235_S236
RPS6	S6_pS240_S244-R-V_GBL1114554.txt	S6_pS240_S244-R-V	S6_pS240_S244
SCD1	SCD1-M-V_GBL1114677.txt	SCD1-M-V	SCD1
SFRS1	SF2-M-V_GBL1114678.txt	SF2-M-V	SF2
SHC1	Shc_pY317-R-E_GBL1114521.txt	Shc_pY317-R-E	Shc_pY317
SMAD1	Smad1-R-V_GBL1114593.txt	Smad1-R-V	Smad1
SMAD3	Smad3-R-V_GBL1114575.txt	Smad3-R-V	Smad3
SMAD4	Smad4-M-V_GBL1114669.txt	Smad4-M-V	Smad4
SRC	Src-M-V_GBL1114662.txt	Src-M-V	Src
SRC	Src_pY416-R-C_GBL1114555.txt	Src_pY416-R-C	Src_pY416
SRC	Src_pY527-R-V_GBL1114556.txt	Src_pY527-R-V	Src_pY527
STAT3	STAT3_pY705-R-V_GBL1114557.txt	STAT3_pY705-R-V	STAT3_pY705
STAT5A	STAT5-alpha-R-V_GBL1114558.txt	STAT5-alpha-R-V	STAT5-alpha
STMN1	Stathmin-R-V_GBL1114563.txt	Stathmin-R-V	Stathmin
SYK	Syk-M-V_GBL1114674.txt	Syk-M-V	Syk
WWTR1	TAZ-R-V_GBL1114572.txt	TAZ-R-V	TAZ
TFRC	TFRC-R-V_GBL1114628.txt	TFRC-R-V	TFRC
C12ORF5	TIGAR-R-V_GBL1114615.txt	TIGAR-R-V	TIGAR
TGM2	Transglutaminase-M-V_GBL1114667.txt	Transglutaminase-M-V	Transglutaminase
TSC1	TSC1-R-C_GBL1114620.txt	TSC1-R-C	TSC1
TTF1	TTF1-R-V_GBL1114610.txt	TTF1-R-V	TTF1
TSC2	Tuberin-R-E_GBL1114559.txt	Tuberin-R-E	Tuberin
TSC2	Tuberin_pT1462-R-V_GBL1114560.txt	Tuberin_pT1462-R-V	Tuberin_pT1462
KDR	VEGFR2-R-V_GBL1114561.txt	VEGFR2-R-V	VEGFR2
XBP1	XBP1-G-C_GBL1114642.txt	XBP1-G-C	XBP1
XRCC1	XRCC1-R-E_GBL1114520.txt	XRCC1-R-E	XRCC1
YAP1	YAP-R-E_GBL1114573.txt	YAP-R-E	YAP
YAP1	YAP_pS127-R-E_GBL1114574.txt	YAP_pS127-R-E	YAP_pS127
YBX1	YB-1-R-V_GBL1114562.txt	YB-1-R-V	YB-1
YBX1	YB-1_pS102-R-V_GBL1114580.txt	YB-1_pS102-R-V	YB-1_pS102
