gene_name	array_data_file_names	composite_element_ref	protein_name
PCNA	PCNA-M-C_GBL9033757.txt	PCNA-M-C	PCNA
PDCD4	PDCD4-R-C_GBL9033690.txt	PDCD4-R-C	PDCD4
PDK1	PDK1-R-V_GBL9033691.txt	PDK1-R-V	PDK1
PDK1	PDK1_pS241-R-V_GBL9033692.txt	PDK1_pS241-R-V	PDK1_pS241
PEA15	PEA15-R-V_GBL9033693.txt	PEA15-R-V	PEA15
PEA15	PEA15_pS116-R-V_GBL9033694.txt	PEA15_pS116-R-V	PEA15_pS116
PIK3CA	PI3K-p110-alpha-R-C_GBL9033695.txt	PI3K-p110-alpha-R-C	PI3K-p110-alpha
PIK3R1/2	PI3K-p85-R-V_GBL9033696.txt	PI3K-p85-R-V	PI3K-p85
PRKCA	PKC-alpha-M-V_GBL9033758.txt	PKC-alpha-M-V	PKC-alpha
PRKCA	PKC-alpha_pS657-R-C_GBL9033697.txt	PKC-alpha_pS657-R-C	PKC-alpha_pS657
PRKCD	PKC-delta_pS664-R-V_GBL9033698.txt	PKC-delta_pS664-R-V	PKC-delta_pS664
PRKCA PRKCB	PKC-pan_BetaII_pS660-R-V_GBL9033699.txt	PKC-pan_BetaII_pS660-R-V	PKC-pan_BetaII_pS660
PGR	PR-R-V_GBL9033700.txt	PR-R-V	PR
AKT1S1	PRAS40_pT246-R-V_GBL9033701.txt	PRAS40_pT246-R-V	PRAS40_pT246
PRDX1	PRDX1-R-V_GBL9033802.txt	PRDX1-R-V	PRDX1
PREX1	PREX1-R-E_GBL9033799.txt	PREX1-R-E	PREX1
PTEN	PTEN-R-V_GBL9033702.txt	PTEN-R-V	PTEN
RAB11A RAB11B	Rab11-R-E_GBL9033703.txt	Rab11-R-E	Rab11
Rab 25	Rab25-R-V_GBL9033705.txt	Rab25-R-V	Rab25
RAD50	Rad50-M-V_GBL9033759.txt	Rad50-M-V	Rad50
RAD51	Rad51-M-E_GBL9033760.txt	Rad51-M-E	Rad51
RPTOR	Raptor-R-V_GBL9033708.txt	Raptor-R-V	Raptor
RBM15	RBM15-R-V_GBL9033710.txt	RBM15-R-V	RBM15
RB1	Rb_pS807_S811-R-V_GBL9033709.txt	Rb_pS807_S811-R-V	Rb_pS807_S811
RICTOR	Rictor-R-C_GBL9033711.txt	Rictor-R-C	Rictor
RICTOR	Rictor_pT1135-R-V_GBL9033712.txt	Rictor_pT1135-R-V	Rictor_pT1135
RPS6	S6-R-E_GBL9033787.txt	S6-R-E	S6
RPS6	S6_pS235_S236-R-V_GBL9033713.txt	S6_pS235_S236-R-V	S6_pS235_S236
RPS6	S6_pS240_S244-R-V_GBL9033714.txt	S6_pS240_S244-R-V	S6_pS240_S244
SCD	SCD1-M-V_GBL9033764.txt	SCD1-M-V	SCD1
SRSF1	SF2-M-V_GBL9033765.txt	SF2-M-V	SF2
SHC1	Shc_pY317-R-E_GBL9033788.txt	Shc_pY317-R-E	Shc_pY317
SMAD1	Smad1-R-V_GBL9033716.txt	Smad1-R-V	Smad1
SMAD3	Smad3-R-V_GBL9033717.txt	Smad3-R-V	Smad3
SMAD4	Smad4-M-V_GBL9033767.txt	Smad4-M-V	Smad4
SRC	Src-M-V_GBL9033769.txt	Src-M-V	Src
SRC	Src_pY416-R-C_GBL9033718.txt	Src_pY416-R-C	Src_pY416
SRC	Src_pY527-R-V_GBL9033719.txt	Src_pY527-R-V	Src_pY527
STAT3	STAT3_pY705-R-V_GBL9033720.txt	STAT3_pY705-R-V	STAT3_pY705
STAT5A	STAT5-alpha-R-V_GBL9033721.txt	STAT5-alpha-R-V	STAT5-alpha
STMN1	Stathmin-R-V_GBL9033722.txt	Stathmin-R-V	Stathmin
SYK	Syk-M-V_GBL9033770.txt	Syk-M-V	Syk
WWTR1	TAZ-R-V_GBL9033723.txt	TAZ-R-V	TAZ
TFRC	TFRC-R-V_GBL9033725.txt	TFRC-R-V	TFRC
C12ORF5	TIGAR-R-V_GBL9033724.txt	TIGAR-R-V	TIGAR
TGM2	Transglutaminase-M-V_GBL9033771.txt	Transglutaminase-M-V	Transglutaminase
TSC1	TSC1-R-C_GBL9033726.txt	TSC1-R-C	TSC1
TTF1	TTF1-R-V_GBL9033727.txt	TTF1-R-V	TTF1
TSC2	Tuberin-R-E_GBL9033728.txt	Tuberin-R-E	Tuberin
TSC2	Tuberin_pT1462-R-V_GBL9033729.txt	Tuberin_pT1462-R-V	Tuberin_pT1462
KDR	VEGFR2-R-V_GBL9033730.txt	VEGFR2-R-V	VEGFR2
VHL	VHL-M-C_GBL9033772.txt	VHL-M-C	VHL
XPB1	XPB1-G-C_GBL9033791.txt	XPB1-G-C	XPB1
XRCC1	XRCC1-R-E_GBL9033731.txt	XRCC1-R-E	XRCC1
YAP1	YAP-R-E_GBL9033732.txt	YAP-R-E	YAP
YAP1	YAP_pS127-R-E_GBL9033733.txt	YAP_pS127-R-E	YAP_pS127
YBX1	YB-1-R-V_GBL9033734.txt	YB-1-R-V	YB-1
YBX1	YB-1_pS102-R-V_GBL9033735.txt	YB-1_pS102-R-V	YB-1_pS102
TUBA1B	Acetyl-a-Tubulin-Lys40-R-E_GBL9025103	Acetyl-a-Tubulin-Lys40-R-E	Acetyl-a-Tubulin-Lys40
BAP1	ARHI-M-E_GBL9025132	ARHI-M-E	ARHI
SQSTM1	Bap1-c-4-M-V_GBL9025120	Bap1-c-4-M-V	Bap1-c-4
PRDX1	p62-LCK-ligand-M-E_GBL9025122	p62-LCK-ligand-M-E	p62-LCK-ligand
TRFC	PRDX1-R-E_GBL9025101	PRDX1-R-E	PRDX1
DIRAS3	TRFC-R-V_GBL9025107	TRFC-R-V	TRFC
YWHAB	14-3-3_beta-R-V_GBL9025124.txt	14-3-3_beta-R-V	14-3-3_beta
YWHAZ	14-3-3_zeta-R-V_GBL9025125.txt	14-3-3_zeta-R-V	14-3-3_zeta
TUBA1B	Acetyl-a-Tubulin-Lys40-R-E_GBL9025103.txt	Acetyl-a-Tubulin-Lys40-R-E	Acetyl-a-Tubulin-Lys40
ACVRL1	ACVRL1-R-C_GBL9025126.txt	ACVRL1-R-C	ACVRL1
ANXA7	Annexin_VII-M-V_GBL9025112.txt	Annexin_VII-M-V	Annexin_VII
ARAF	A-Raf_pS299-R-C_GBL9023107.txt	A-Raf_pS299-R-C	A-Raf_pS299
BAP1	ARHI-M-E_GBL9025132.txt	ARHI-M-E	ARHI
SQSTM1	Bap1-c-4-M-V_GBL9025120.txt	Bap1-c-4-M-V	Bap1-c-4
BCL2	Bcl-2-M-V_GBL9025018.txt	Bcl-2-M-V	Bcl-2
BRAF	B-Raf-M-C_GBL9025113.txt	B-Raf-M-C	B-Raf
BRCA2	BRCA2-R-C_GBL9023108.txt	BRCA2-R-C	BRCA2
PECAM1	CD31-M-V_GBL9025073.txt	CD31-M-V	CD31
EGFR	EGFR-R-V_GBL9025081.txt	EGFR-R-V	EGFR
EIF4G1	eIF4G-R-C_GBL9023109.txt	eIF4G-R-C	eIF4G
ETS1	ETS-1-R-V_GBL9025110.txt	ETS-1-R-V	ETS-1
FASN	FASN-R-V_GBL9025090.txt	FASN-R-V	FASN
FOXM1	FoxM1-R-V_GBL9025091.txt	FoxM1-R-V	FoxM1
G6PD	G6PD-M-V_GBL9025114.txt	G6PD-M-V	G6PD
GAPDH	GAPDH-M-C_GBL9025115.txt	GAPDH-M-C	GAPDH
ERBB3	HER3_pY1289-R-C_GBL9024866.txt	HER3_pY1289-R-C	HER3_pY1289
NRG1	Heregulin-R-V_GBL9025092.txt	Heregulin-R-V	Heregulin
MYH11	MYH11-R-V_GBL9025093.txt	MYH11-R-V	MYH11
MYH9	Myosin-IIa_pS1943-R-V_GBL9025094.txt	Myosin-IIa_pS1943-R-V	Myosin-IIa_pS1943
NDRG1	NDRG1_pT346-R-V_GBL9025095.txt	NDRG1_pT346-R-V	NDRG1_pT346
NRAS	N-Ras-M-V_GBL9025116.txt	N-Ras-M-V	N-Ras
PRDX1	p62-LCK-ligand-M-E_GBL9025122.txt	p62-LCK-ligand-M-E	p62-LCK-ligand
RPS6KA1	p90RSK-R-C_GBL9025096.txt	p90RSK-R-C	p90RSK
PDCD4	PDCD4-R-C_GBL9025097.txt	PDCD4-R-C	PDCD4
PDK1	PDK1-R-V_GBL9025098.txt	PDK1-R-V	PDK1
PEA15	PEA15_pS116-R-V_GBL9025099.txt	PEA15_pS116-R-V	PEA15_pS116
PRKCA PRKCB	PKC-pan_BetaII_pS660-R-V_GBL9025100.txt	PKC-pan_BetaII_pS660-R-V	PKC-pan_BetaII_pS660
TRFC	PRDX1-R-E_GBL9025101.txt	PRDX1-R-E	PRDX1
PREX1	PREX1-R-E_GBL9025127.txt	PREX1-R-E	PREX1
RPTOR	Raptor-R-V_GBL9025102.txt	Raptor-R-V	Raptor
RBM15	RBM15-R-V_GBL9025104.txt	RBM15-R-V	RBM15
RICTOR	Rictor_pT1135-R-V_GBL9025106.txt	Rictor_pT1135-R-V	Rictor_pT1135
RICTOR	Rictor-R-C_GBL9025105.txt	Rictor-R-C	Rictor
SCD	SCD1-M-V_GBL9025117.txt	SCD1-M-V	SCD1
SRSF1	SF2-M-V_GBL9025118.txt	SF2-M-V	SF2
DIRAS3	TRFC-R-V_GBL9025107.txt	TRFC-R-V	TRFC
TSC1	TSC1-R-C_GBL9025108.txt	TSC1-R-C	TSC1
TSC2	Tuberin_pT1462-R-V_GBL9025109.txt	Tuberin_pT1462-R-V	Tuberin_pT1462
VHL	VHL-M-C_GBL9025119.txt	VHL-M-C	VHL
XPB1	XPB1-G-C_GBL9025048.txt	XPB1-G-C	XPB1
